Duration__in_seconds_,ResponseId,RIASEC_1,RIASEC_2,RIASEC_3,RIASEC_4,RIASEC_5,RIASEC_6,RIASEC_7,RIASEC_8,RIASEC_9,RIASEC_10,RIASEC_11,RIASEC_12,RIASEC_13,RIASEC_14,RIASEC_15,RIASEC_16,RIASEC_17,RIASEC_18,RIASEC_19,RIASEC_20,RIASEC_21,RIASEC_22,RIASEC_23,RIASEC_24,RIASEC_25,RIASEC_26,RIASEC_27,RIASEC_28,RIASEC_29,RIASEC_30,RIASEC_31,RIASEC_32,RIASEC_33,RIASEC_34,RIASEC_35,RIASEC_36,RIASEC_37,RIASEC_38,RIASEC_39,RIASEC_40,RIASEC_41,RIASEC_42,RIASEC_43,RIASEC_44,RIASEC_45,RIASEC_46,RIASEC_47,RIASEC_48,RIASEC_49,RIASEC_50,RIASEC_51,RIASEC_52,RIASEC_53,RIASEC_54,RIASEC_55,RIASEC_56,RIASEC_57,RIASEC_58,RIASEC_59,RIASEC_60,NARC_1,NARC_2,NARC_3,NARC_4,NARC_5,NARC_6,NARC_7,NARC_8,NARC_9,NARC_10,NARC_11,NARC_12,NARC_13,NARC_14,NARC_15,NARC_16,NARC_17,NARC_18,Voc_Interests_5_R,Voc_Interests_7_R,Voc_Interests_11_R,Voc_Interests_13_R,Voc_Interests_15_R,Voc_Interests_24_R,Voc_Interests_27_R,Voc_Interests_34_R,Voc_Interests_51_R,Voc_Interests_9_I,Voc_Interests_10_I,Voc_Interests_14_I,Voc_Interests_21_I,Voc_Interests_25_I,Voc_Interests_29_I,Voc_Interests_32_I,Voc_Interests_39_I,Voc_Interests_52_I,Voc_Interests_2_A,Voc_Interests_3_A,Voc_Interests_6_A,Voc_Interests_19_A,Voc_Interests_22_A,Voc_Interests_30_A,Voc_Interests_38_A,Voc_Interests_44_A,Voc_Interests_54_A,Voc_Interests_16_S,Voc_Interests_23_S,Voc_Interests_35_S,Voc_Interests_43_S,Voc_Interests_45_S,Voc_Interests_46_S,Voc_Interests_47_S,Voc_Interests_48_S,Voc_Interests_53_S,Voc_Interests_18_E,Voc_Interests_26_E,Voc_Interests_28_E,Voc_Interests_31_E,Voc_Interests_33_E,Voc_Interests_37_E,Voc_Interests_41_E,Voc_Interests_42_E,Voc_Interests_50_E,Voc_Interests_1_C,Voc_Interests_4_C,Voc_Interests_8_C,Voc_Interests_12_C,Voc_Interests_17_C,Voc_Interests_20_C,Voc_Interests_36_C,Voc_Interests_40_C,Voc_Interests_49_C,WV1_achievement,WV6_achievement,WV4_status,WV5_status,WV12_status,WV8_altruism,WV11_altruism,WV15_altruism,WV2_safety,WV16_safety,WV17_safety,WV3_comfort,WV7_comfort,WV10_comfort,WV14_comfort,WV18_comfort,WV19_comfort,WV9_autonomy,WV13_autonomy,WV20_autonomy,Ethnicity,Work_status,Edu,Income,Age,Gender
745,R_24P0cI1f0xjYdLD,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,5,1,2,1,2,2,4,2,5,2,1,2,2,2,1,2,2,1,4,2,4,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,5,5,2,4,2,2,4,4,2,4,1,2,2,2,5,2,2,4,4,2,4,2,4,4,4,4,4,4,6,6,7,1,5,6,5,6,7,7,6,6,7,5,7,3,7,4,6,5,1,12,3,2,38,1
747,R_x4m8ev6owa0TeOB,1,2,1,1,2,2,2,2,2,2,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,2,4,2,4,4,2,1,2,1,4,2,3,1,1,2,2,2,1,2,1,4,3,2,1,1,3,2,2,1,1,2,1,1,1,1,3,1,2,2,4,2,2,2,4,4,1,1,1,1,1,1,2,1,5,2,2,2,4,2,2,4,2,5,4,2,3,2,4,1,5,2,5,2,4,5,4,4,4,4,5,1,1,2,2,2,1,1,1,4,1,2,2,1,4,2,4,2,2,1,2,1,2,1,1,1,1,1,7,6,6,4,6,7,7,6,7,7,7,4,6,5,6,5,7,7,7,6,1,12,6,6,57,0
748,R_3LbPptUcShlK3Ou,3,3,3,3,4,1,3,4,3,4,1,2,1,3,3,4,2,1,1,1,3,3,2,3,4,3,3,1,2,3,3,4,4,3,4,1,1,4,1,4,4,3,1,3,4,4,3,2,2,3,2,1,3,1,3,2,2,3,2,1,4,2,2,3,5,4,5,4,6,3,1,2,1,1,1,1,1,1,4,4,4,5,5,5,5,5,2,1,1,3,1,2,1,1,4,1,5,4,5,5,4,3,5,4,5,5,1,5,1,1,2,1,2,1,4,4,5,1,5,5,4,4,5,1,3,1,4,2,3,1,3,2,4,6,7,3,5,4,6,5,6,6,6,5,6,2,7,4,7,5,5,6,1,12,3,3,29,0
749,R_UW8iSImX5DWK3GV,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,4,2,3,2,4,3,2,4,4,3,2,3,4,2,3,2,2,2,3,2,2,3,2,3,4,3,3,3,3,3,3,4,3,2,3,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,2,4,2,6,6,3,6,6,6,2,6,6,6,2,6,2,4,6,1,12,4,7,31,1
750,R_siMdmi6bYgBpr4l,3,2,2,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,2,3,4,2,2,3,3,2,2,3,2,3,3,3,4,3,2,4,3,2,2,3,3,2,3,3,4,5,3,2,4,1,1,2,2,2,2,1,2,1,5,1,2,3,4,2,5,4,2,5,4,5,4,4,5,4,4,5,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,2,2,3,1,2,2,4,1,5,1,5,4,2,4,4,4,4,4,6,6,6,2,4,6,7,6,7,6,5,5,5,5,5,4,6,6,5,5,1,12,6,2,52,1
752,R_3nOicXVDXMxcjzX,3,2,2,2,3,1,2,2,2,2,3,3,3,4,3,2,3,3,3,3,3,2,2,2,3,2,3,1,2,3,2,2,3,2,3,3,3,2,2,3,4,2,1,3,2,3,3,2,2,2,3,4,3,3,3,3,2,2,3,1,4,2,2,4,4,3,3,3,4,4,3,3,4,4,3,3,4,2,4,3,2,3,2,2,2,4,1,4,4,4,5,2,4,4,5,1,2,3,5,2,5,2,2,3,3,2,5,2,2,2,2,2,2,1,2,4,2,2,5,1,2,1,4,4,5,1,3,4,2,2,1,1,6,5,5,3,6,5,6,4,7,7,7,2,7,5,7,7,6,7,7,7,4,12,7,5,41,1
755,R_Df68WpqPKpChpmh,3,3,4,2,3,4,3,3,3,3,2,3,4,2,2,4,3,2,3,3,3,4,4,4,3,3,3,2,3,2,3,3,4,2,2,3,2,1,1,1,3,2,1,2,2,1,3,2,2,2,3,3,2,2,3,3,2,2,3,1,3,2,2,3,4,3,2,2,2,5,2,5,3,3,2,2,4,1,5,5,4,4,4,2,5,5,4,3,1,2,5,2,3,1,4,1,4,1,5,2,5,2,2,3,5,2,3,2,2,1,1,1,1,3,1,5,1,1,3,1,2,4,1,1,4,2,3,1,1,2,2,1,5,5,6,2,3,4,4,1,7,4,4,2,7,6,6,4,6,4,4,4,7,12,4,6,23,0
756,R_cFQoPuIdLZegLjH,2,2,3,3,2,2,1,3,2,2,2,3,3,4,3,3,3,2,1,3,3,2,1,2,3,2,3,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,3,4,1,1,1,3,1,2,2,1,3,1,1,1,4,1,1,1,1,3,1,1,2,4,2,1,4,1,3,1,2,1,1,1,2,2,2,2,3,1,2,1,3,3,2,2,1,1,3,1,5,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,4,1,3,4,2,2,3,2,7,7,7,5,6,6,7,3,7,7,6,4,7,7,7,4,7,7,6,7,1,12,4,7,41,1
757,R_2aEmGL9cx7GWTt0,3,1,3,1,4,2,4,3,3,3,3,2,4,2,3,3,2,3,3,4,1,2,1,3,3,4,2,1,1,3,2,2,3,2,4,3,2,2,3,2,1,2,3,4,2,2,2,2,2,1,3,3,3,3,3,4,3,2,3,4,5,2,4,5,6,5,4,3,5,1,1,1,1,1,2,2,4,1,4,3,3,2,4,3,1,5,1,5,4,3,3,3,4,4,4,2,1,1,4,2,1,4,4,2,1,2,2,2,4,4,3,3,1,2,2,1,2,2,4,2,2,2,4,4,4,1,3,1,4,2,4,1,7,6,7,4,7,4,3,4,7,7,6,4,7,4,6,5,7,5,5,6,1,12,6,5,23,1
759,R_9S7JECbF3C8mVhL,1,2,1,1,1,1,3,2,1,1,3,3,3,2,3,3,4,2,3,3,4,1,1,3,4,4,3,1,1,3,4,4,4,4,4,4,4,4,3,2,1,1,1,1,3,1,1,1,1,1,1,3,1,2,2,1,2,1,2,3,4,1,4,2,5,1,5,3,6,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,1,1,1,3,1,1,1,4,1,1,1,1,4,4,1,4,4,1,4,4,4,4,1,1,1,4,4,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,4,12,4,5,43,1
761,R_2rIAGZvM32w5NOJ,3,3,3,2,3,3,3,3,3,3,2,1,3,2,1,3,1,1,1,1,1,3,3,3,1,1,1,2,1,3,3,2,1,1,1,3,1,1,3,3,3,3,3,3,3,2,1,1,2,3,3,1,3,3,1,2,2,2,1,3,4,1,3,2,5,1,2,1,5,2,3,2,4,3,2,2,2,1,2,4,4,4,5,2,2,1,5,2,5,4,2,2,2,2,2,2,1,2,4,2,4,4,5,2,1,4,4,4,2,4,4,4,4,1,4,2,4,2,2,2,2,4,1,2,4,4,4,2,2,4,5,1,6,2,4,3,6,7,3,4,6,6,5,1,6,6,7,3,7,3,4,5,4,12,3,2,21,0
761,R_1Lj3BlbhMIESGfW,3,3,4,3,4,2,3,3,3,3,4,4,4,4,3,3,4,4,4,3,4,4,4,4,3,4,3,3,4,3,3,4,2,4,4,4,4,3,4,4,1,2,3,1,4,1,2,1,1,2,3,2,3,3,2,1,3,2,1,2,4,1,1,1,5,1,2,1,4,2,1,1,1,1,1,1,1,1,4,4,2,2,4,4,4,4,4,5,5,5,3,5,5,5,5,5,2,1,2,3,4,5,5,2,5,5,4,4,5,5,5,4,4,3,1,1,1,1,3,3,1,3,1,3,4,1,2,3,4,3,4,2,3,7,2,1,2,4,7,6,7,5,7,2,3,6,7,1,7,5,5,5,4,12,6,4,25,1
761,R_2amEEjh8Z7dOyxl,3,4,1,2,3,1,2,1,3,1,3,4,1,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,1,4,3,3,1,4,3,1,2,3,1,1,4,2,4,3,4,2,1,3,2,1,4,2,4,4,1,1,1,2,1,1,1,1,1,1,4,1,4,2,3,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,1,4,1,5,4,5,1,2,4,4,4,4,4,5,5,5,5,5,5,4,5,4,2,4,2,4,1,2,4,2,2,4,2,1,5,2,5,4,4,2,1,1,4,4,2,2,1,1,7,6,6,5,7,6,7,6,7,6,4,7,6,3,7,6,7,6,7,5,1,12,6,6,55,1
763,R_2RX7kEMvxktZO6p,3,3,3,2,2,2,2,2,3,3,4,2,3,3,4,3,3,4,3,3,3,4,3,3,2,3,2,3,1,2,2,4,2,3,4,3,3,3,3,1,3,2,3,2,4,3,2,3,2,2,2,3,2,3,3,2,3,3,3,3,3,1,2,2,6,2,4,2,5,2,1,2,2,2,3,2,4,2,1,1,4,4,4,2,4,2,1,5,5,2,4,5,4,2,4,5,4,2,5,1,2,4,5,1,2,4,2,4,5,1,5,4,2,1,1,2,1,2,2,2,2,4,4,4,2,1,2,2,2,4,4,1,7,7,5,6,3,7,5,7,7,7,7,5,4,5,7,5,7,5,5,5,1,12,3,4,22,1
766,R_yr3wZeFJjnluASt,1,2,1,1,2,1,2,1,1,1,2,3,2,3,2,1,3,1,2,3,1,3,1,2,2,2,4,1,3,3,4,1,4,3,3,4,3,1,2,4,1,1,1,1,3,1,1,1,1,1,1,2,2,1,1,1,3,1,3,1,4,1,1,1,6,2,4,4,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,4,1,1,5,5,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,6,4,5,3,5,4,4,5,6,5,5,6,5,5,5,5,6,6,5,5,7,12,2,6,46,0
767,R_1CC37shWTh4Ozx7,2,3,1,1,2,3,1,3,3,1,1,1,1,1,3,3,1,1,1,1,3,3,2,4,4,4,3,3,3,3,3,4,4,3,3,2,1,4,3,3,2,3,3,4,4,4,4,3,3,3,4,3,1,3,3,4,3,4,3,3,4,2,4,4,5,4,5,4,5,2,2,2,5,5,2,2,4,2,1,1,4,4,1,1,2,1,4,1,1,1,1,1,1,1,1,1,5,4,4,4,4,5,4,4,4,5,1,4,1,4,4,1,4,1,4,5,4,4,5,5,4,5,5,5,4,5,4,5,1,5,4,4,7,4,7,4,7,7,7,3,7,7,7,6,7,4,7,1,7,3,7,7,1,12,8,3,38,1
769,R_2DNAhsVPkgh1JM5,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,2,3,2,3,2,1,2,2,2,3,3,2,2,2,3,2,3,3,2,3,3,3,3,2,1,2,1,4,1,4,2,4,2,1,2,3,2,2,2,4,1,4,2,2,2,2,2,4,2,3,4,4,2,4,4,4,3,4,4,2,2,4,2,4,2,4,4,4,3,2,3,3,2,4,4,3,2,2,2,2,2,3,2,2,2,4,2,4,2,3,4,3,2,4,3,7,7,7,5,6,6,7,6,7,6,6,5,6,5,6,5,6,4,6,5,1,12,7,2,33,1
769,R_yZO21elbQAgRSKJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,4,3,3,3,3,4,1,4,3,1,3,2,2,3,1,3,3,1,1,2,1,1,3,4,2,2,2,1,1,4,1,1,2,1,3,2,2,2,1,6,2,4,4,6,4,3,3,5,1,6,2,4,4,1,3,4,1,4,1,1,1,2,1,1,1,1,2,1,4,2,1,4,2,1,3,4,4,4,5,5,5,5,4,5,3,1,1,1,1,3,1,1,5,1,4,3,1,5,3,1,3,1,2,1,1,1,4,1,1,1,1,7,7,7,7,7,7,7,4,7,7,5,6,7,1,7,7,7,7,7,7,1,12,4,7,32,1
772,R_3ikC7yA3w5zx6ea,1,2,3,4,4,1,3,4,3,2,4,3,4,3,4,2,4,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,3,3,1,1,1,1,6,6,1,1,6,6,6,6,1,1,1,1,4,1,5,1,1,3,5,4,3,5,1,5,5,1,1,2,4,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,7,5,5,1,1,7,4,1,7,7,7,4,7,7,7,1,7,4,7,7,1,12,2,2,29,0
775,R_2QM4xixOSyxpQXS,3,3,2,3,3,3,2,2,3,3,4,4,4,3,4,3,3,4,4,4,3,3,3,3,3,3,3,4,3,2,4,4,3,4,4,4,4,3,4,4,3,2,3,3,4,3,4,3,2,4,3,3,2,3,3,3,3,3,3,3,4,2,2,4,5,1,1,1,5,1,1,1,1,1,1,1,4,1,3,3,3,3,4,3,4,4,3,5,5,3,4,5,4,5,4,5,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,3,3,3,2,5,3,3,4,3,4,3,3,3,4,4,3,3,2,7,7,6,5,5,5,6,7,7,5,5,5,4,4,5,5,7,6,5,4,1,12,4,2,27,1
781,R_2f1X8ODpU9Nx6HM,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,2,3,3,3,4,3,3,2,2,4,3,3,2,3,3,4,2,2,2,3,3,3,2,3,3,3,3,2,2,3,4,2,3,2,2,3,3,2,2,3,3,2,2,2,4,3,3,3,4,3,4,3,2,3,2,2,3,3,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,6,4,3,6,6,5,6,5,6,5,5,3,6,5,6,5,6,5,4,12,4,5,41,0
782,R_ZlZGGXOqnunvrzz,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,3,1,1,1,2,2,1,2,1,1,1,3,1,1,2,1,2,3,1,3,3,2,1,3,3,1,2,1,3,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,4,2,4,3,4,1,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,3,1,4,1,2,3,4,4,3,3,4,2,2,3,1,1,1,4,3,2,2,2,3,3,3,3,3,3,3,6,7,5,6,6,5,6,7,5,6,5,5,7,7,6,6,7,7,7,5,1,12,3,5,43,0
794,R_3iX8PieWxp6mTvd,1,3,1,2,1,4,2,2,1,1,4,4,4,3,4,3,3,4,3,4,2,4,3,1,2,2,1,1,1,1,4,2,3,4,4,4,1,2,2,4,3,3,1,3,3,3,1,1,3,2,3,3,1,4,3,4,3,4,3,4,5,1,4,4,6,5,5,5,6,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,3,4,4,5,1,2,4,4,2,5,4,5,2,1,1,1,4,1,1,3,2,3,5,5,5,5,3,4,4,3,4,4,4,4,3,4,4,4,4,4,1,3,1,4,5,4,5,3,7,7,6,1,6,7,7,4,7,6,6,4,6,3,7,4,7,5,6,7,1,12,5,4,35,0
795,R_1oc1hOs6FKhjJXA,2,2,2,1,3,3,3,2,3,1,3,3,1,3,2,2,2,3,3,2,3,3,3,4,3,4,3,1,1,3,2,1,1,1,3,1,4,1,1,1,3,3,1,1,3,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,1,1,1,1,4,2,5,2,2,2,1,5,1,2,2,2,2,2,2,2,2,3,2,3,4,3,1,4,2,2,1,2,2,2,2,4,4,4,2,4,1,1,2,1,1,1,1,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,3,2,2,3,2,7,6,5,1,1,7,7,1,7,4,4,1,7,7,7,1,7,7,7,7,1,12,6,3,49,1
797,R_1ovDF5Ppe6TWmh6,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,2,2,2,2,2,1,2,3,2,1,3,2,2,2,2,1,1,3,2,4,3,2,2,2,2,2,1,4,3,4,3,4,4,4,4,5,3,1,2,2,2,2,2,3,3,4,2,2,2,4,3,3,4,3,2,2,4,2,4,3,3,3,4,3,2,4,3,3,4,4,3,3,3,2,3,3,2,2,2,3,3,2,4,4,2,3,4,3,4,4,1,4,2,2,3,2,3,2,3,6,6,6,6,6,6,6,6,7,6,6,5,6,6,6,6,6,6,6,6,1,12,3,6,49,0
798,R_12Ee8s92r50oDZv,1,1,2,4,4,1,3,2,3,3,3,3,4,4,4,4,2,4,2,4,2,4,3,3,3,4,2,1,3,3,2,3,2,3,3,2,2,3,2,3,3,3,1,3,2,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,3,2,3,1,6,3,1,1,4,3,1,2,2,3,3,1,1,1,4,3,1,2,2,4,3,4,1,5,5,5,3,5,5,5,5,3,5,1,3,4,2,5,4,1,4,5,3,4,2,3,4,2,1,1,1,1,3,1,1,3,1,1,1,1,3,1,3,1,2,1,1,1,5,5,7,4,6,7,6,6,7,7,6,1,7,4,7,4,7,5,6,5,1,12,3,4,21,0
799,R_1Ii7bVqv0KtqSeT,1,1,1,1,1,1,2,1,2,1,2,3,1,3,2,3,2,2,1,3,4,3,3,2,3,2,4,2,3,2,3,3,4,1,3,2,3,1,3,4,4,2,1,3,2,3,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,2,4,2,5,3,5,4,4,1,1,2,2,1,2,2,4,2,2,2,2,2,2,1,1,2,1,2,2,2,4,4,3,2,2,1,3,3,2,2,5,2,2,2,5,4,3,2,2,5,3,4,1,1,2,4,3,2,2,3,3,3,3,4,2,2,2,2,2,2,2,1,7,7,5,5,7,7,7,7,7,7,5,5,7,5,7,5,7,7,7,7,1,12,6,4,61,1
800,R_1o57lL5diBC1yiY,1,1,1,1,1,3,3,1,3,2,3,3,3,4,1,2,2,2,3,2,2,3,1,1,3,1,1,4,1,3,2,1,2,2,4,2,4,1,4,4,2,3,3,3,1,4,3,1,3,3,1,3,2,3,3,4,4,3,4,4,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,1,1,1,2,2,2,4,1,5,1,1,5,4,1,1,1,1,1,1,4,1,1,2,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,2,4,4,4,2,5,1,5,5,2,7,7,7,2,4,7,7,7,7,7,7,5,7,4,7,4,7,4,4,7,4,12,8,2,21,1
802,R_3JkMvwEhschXzya,1,1,1,1,3,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,3,3,2,3,2,3,2,2,4,1,2,2,5,2,1,2,3,2,1,3,1,1,2,1,5,1,1,3,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,4,4,3,2,3,4,3,5,2,4,6,6,4,7,6,6,2,7,6,7,3,7,3,4,6,1,12,4,5,23,1
803,R_Wdi51ooCkv3Y2VX,3,2,2,3,3,3,3,3,2,2,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,2,2,2,2,2,1,2,1,1,2,3,1,2,1,3,1,1,1,1,1,4,3,3,3,3,3,3,3,3,2,4,2,2,2,5,2,3,2,5,4,5,3,2,2,2,3,6,2,2,4,2,4,2,4,2,4,4,4,5,5,4,2,5,2,5,4,2,1,5,2,4,5,5,2,5,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,4,2,5,2,2,4,1,1,4,4,1,7,6,2,1,4,7,7,1,7,7,6,6,4,7,2,3,6,6,7,7,1,11,4,2,56,1
803,R_3j2jKSLOybuCyyQ,3,1,3,4,4,3,3,2,3,3,2,3,1,4,3,4,4,3,3,4,2,3,2,2,4,3,3,1,1,4,1,4,2,2,4,2,2,1,2,2,2,3,2,2,4,1,1,3,2,3,2,2,2,3,1,2,3,1,3,3,1,1,1,1,3,1,1,1,2,6,1,4,3,4,1,1,4,1,2,4,2,4,4,4,2,1,4,5,5,4,2,1,4,4,4,5,3,2,4,4,2,4,5,2,4,3,2,1,4,2,3,1,4,3,3,1,3,1,1,3,2,1,1,1,2,2,2,1,2,3,4,4,4,7,5,1,6,7,7,7,7,7,7,6,7,2,7,3,7,5,5,7,1,12,2,2,36,1
809,R_DpLnXovziOw3EC5,1,1,2,1,2,1,1,2,1,1,3,1,3,3,2,2,3,3,3,3,4,3,2,3,4,3,4,1,4,4,1,1,1,1,2,1,1,1,3,4,3,3,1,2,3,3,3,1,1,3,3,3,4,4,2,2,2,1,3,2,5,2,4,3,5,4,5,4,6,2,1,1,4,4,1,2,3,2,2,1,1,4,1,3,1,4,1,4,4,4,2,2,1,4,4,1,5,4,3,4,5,3,4,4,5,1,4,1,1,4,1,1,3,1,4,3,4,1,4,4,3,1,3,2,1,1,1,1,1,3,1,1,7,7,7,5,7,7,7,4,7,7,7,5,7,4,7,4,7,6,6,7,1,12,4,2,44,0
809,R_AaeRLFOjMemRXcR,2,3,2,1,1,1,2,1,1,1,1,2,1,3,3,2,3,3,1,3,2,3,3,1,3,3,1,1,2,2,1,2,2,1,3,1,2,2,3,1,3,2,1,3,4,1,1,1,2,2,3,3,3,4,4,4,3,4,4,4,3,1,3,4,4,2,4,2,4,2,2,2,2,4,4,2,5,2,1,1,2,2,3,1,1,3,1,2,3,4,1,3,1,2,2,3,1,3,5,1,3,4,3,2,2,3,3,3,2,2,3,4,3,1,1,4,2,2,1,3,3,1,1,4,4,1,3,2,1,3,2,2,6,5,7,3,5,6,4,4,7,6,6,4,6,5,6,3,6,5,6,6,6,12,4,4,38,1
814,R_yUctyZK7R6qyG9r,3,3,4,3,3,2,2,2,2,1,3,1,2,2,1,3,2,3,2,3,1,3,2,1,3,1,1,1,3,3,2,1,3,2,3,2,1,2,1,3,3,3,1,3,4,4,4,3,1,1,2,1,2,3,1,3,2,1,2,1,4,3,3,4,6,3,5,2,6,2,1,2,2,2,3,2,4,2,5,2,1,4,2,4,2,2,1,2,2,4,4,2,2,2,2,5,2,4,4,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,4,4,2,4,4,4,4,2,4,5,2,5,2,2,2,1,2,7,6,7,5,6,6,7,6,7,6,7,5,6,6,7,6,7,6,6,6,1,12,4,6,40,1
815,R_PGvlSYSvhZWad3z,2,1,1,1,2,2,3,2,2,1,3,2,4,2,4,4,3,3,3,4,3,4,3,3,3,3,4,4,4,3,2,2,3,3,3,2,3,2,1,1,3,1,2,4,3,3,3,2,1,1,4,3,3,3,3,3,3,2,3,2,5,3,5,3,6,5,5,4,5,2,1,1,4,3,4,2,4,2,2,1,1,1,4,3,1,3,1,3,2,4,4,4,2,5,2,1,5,3,4,5,4,5,5,4,3,3,4,4,2,3,2,4,3,4,2,4,2,4,5,3,3,3,4,4,3,2,1,4,4,4,1,3,7,7,7,5,6,6,7,6,7,7,6,5,6,7,7,6,7,7,7,7,1,12,6,7,55,1
819,R_2dgzSwLhkGAlEit,1,1,3,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,3,1,3,3,3,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1,4,4,1,1,4,1,1,1,1,1,1,1,1,4,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,7,7,1,1,7,6,7,5,7,7,7,7,7,7,7,4,7,7,7,1,11,3,1,34,0
819,R_3CIth24ZZ3QlK9I,2,2,2,1,2,1,2,2,2,1,4,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,1,3,2,2,2,1,2,1,2,3,2,1,2,3,2,2,3,2,2,2,2,3,2,3,1,3,3,6,3,3,1,4,3,1,2,4,3,3,4,3,3,1,1,2,2,2,1,1,2,1,5,3,4,2,2,2,5,1,2,3,3,2,4,2,3,2,1,3,1,4,2,1,3,1,2,1,2,1,2,2,4,5,2,1,1,2,4,2,1,2,2,1,1,1,1,6,6,6,5,5,5,6,6,6,4,5,3,6,3,6,4,6,4,5,4,1,12,5,3,28,1
